1.1	65	0.0715
2.7	64.6	0.17442
5	64.6	0.323
6.8	64.1	0.43588
7.1	64.3	0.45653
9.5	64	0.608
12	63.5	0.762
14.2	63.1	0.89602
16.5	61.6	1.0164
16.5	60.3	0.99495
17.3	53.3	0.92209
17.8	50.5	0.8989
18.2	39.1	0.71162
18.4	34.9	0.64216
18.5	30.2	0.5587
18.8	20.4	0.38352
19	16.1	0.3059
18.9	15.1	0.28539
19	14.1	0.2679
19	13.1	0.2489
19	11.1	0.2109
19	10.2	0.1938
19.1	9.1	0.17381
19.1	7.1	0.13561
19.2	5.8	0.11136
