2.6	151.4	0.39364
5.5	149.8	0.8239
7.5	147.9	1.10925
10.6	146.5	1.5529
13	144	1.872
15.3	143.7	2.19861
17.3	142	2.4566
18.3	134.4	2.45952
18.4	129.3	2.37912
18.8	103.1	1.93828
19.4	80.4	1.55976
19.7	58.8	1.15836
19.8	41	0.8118
19.9	30.4	0.60496
20	20.7	0.414
20	11.6	0.232
20.2	6.1	0.12322
