1.9	151.1	0.28709
2.7	151	0.4077
3.9	148.8	0.58032
5.6	148.3	0.83048
7.1	147.2	1.04512
9.9	144	1.4256
10.7	141.5	1.51405
15.9	137.6	2.18784
13.7	141	1.9317
18.6	136.4	2.53704
19.3	127.5	2.46075
19.7	105.8	2.08426
20	91.2	1.824
20.4	80.3	1.63812
20.2	74.5	1.5049
20.3	61.8	1.25454
20.8	50.6	1.05248
20.9	40.1	0.83809
20.8	29.3	0.60944
20.9	20	0.418
21.2	10.6	0.22472
21.1	6.4	0.13504
